"id","pertanyaanId","jawaban","createdAt","cosine","score"
"121","42","Kampus Vokasi","2024-05-27 16:58:25.679","1","0.2999999999999998"
"122","43","Awal sejarah PENS dimulai pada tahun 1985. Saat itu, tim studi awal Japan International Cooperation Agency (JICA) untuk bantuan dan kerjasama teknik yang dikepalai oleh Prof. Y. Naito dari To","2024-05-27 16:58:29.857","1","4.3923"
"123","43","Didirikan oleh Orang Jepang","2024-05-27 16:58:29.857","1","3"
"124","43","Didirikan kerjasama jepang","2024-05-27 16:58:29.857","1","3"
"125","44","26 ruang kelas dan lebih dari 44 laboratorium atau studio
Hall
Theater
Auditorium
Perpustakaan (D3 dan D4)
Ruang Sidang
Ruang Virtual Conference
Ruang Tugas Akhir untuk masing-masing j","2024-05-27 16:58:34.927","1","3"
"126","44","Ada banyak tergantung jurusan yang dipilih","2024-05-27 16:58:34.927","1","3"
"127","44","ada banyak","2024-05-27 16:58:34.927","1","3"
"128","46","HIMAELKA, HIMATELKOM, HIMIT, HIMAELIN, HIMAMMB, HIMAENERGI, dan HMCE","2024-05-27 16:59:47.404","1","4.3923"
"129","46","Secara lengkap ada di website kemahasiswaan PENS","2024-05-27 16:59:47.404","1","3"
"130","46","Ada vanyak macamnya","2024-05-27 16:59:47.404","1","3"
"131","47","""PENS Rider"" Komunitas Pengendara Motor
""Janaka"" (Japanese nakama), Komunitas Pecinta Budaya Jepang[30]
Komunitas Tim Medis[31]
Komunitas Debat Bahasa Inggris
Komunitas PENS Reggae
""Game","2024-05-27 16:59:59.267","1","3"
"132","47","Selengkapnya ada di kemahasiswaan","2024-05-27 16:59:59.267","1","3"
"133","47","Ada banyak  sekali","2024-05-27 16:59:59.267","1","3"
"134","48","2023
JUARA UMUM KONTES ROBOT INDONESIA 2023
KRI NASIONAL 2023 JUARA 1 KRSTI ( ERISA )
KRI NASIONAL 2023 JUARA 1 KRSBI-B ( ERSOW )
KRI NASIONAL 2023 JUARA 1 KRAI ( EIRA )
KRI NASIONAL 2023 JUA","2024-05-27 17:00:03.741","1","3"
"135","48","Kebanaykan juara robot","2024-05-27 17:00:03.741","1","3"
"136","48","Ada banyak sekali dan dapat dicheck di website tertentu","2024-05-27 17:00:03.741","1","3"
"137","49","Politeknik Elektronika Negeri Surabaya merupakan perguruan tinggi politeknik yang meniru gaya pembelajaran Jepang dengan jumlah SKS dan praktikum yang tinggi di setiap semesternya. Untuk seme","2024-05-27 17:00:08.321","1","5.314683"
"138","49","Asik Sekali","2024-05-27 17:00:08.321","1","3"
"139","49","keren","2024-05-27 17:00:08.321","1","3"
"id","pertanyaan","createdAt"
"1","apa itu bidikmisi?","2024-05-27 16:32:12.719"
"2","apa tujuan bidikmisi?","2024-05-27 16:41:10.683"
"3","Bagaimana pembayaran untuk mahasiswa yang berbeasiswa Bidikmisi?","2024-05-27 16:43:04.643"
"4","Saya sudah melakukan pembayaran SPP/UKT, Ikoma. Apakah sudah otomatis daftar ulang?","2024-05-27 16:44:43.275"
"5","Berapakah jumlah harus dibayarkan untuk UKT/SPP dan IKOMA?","2024-05-27 16:44:54.212"
"6","Pembayaran melalui ATM bersama apakah bisa? ","2024-05-27 16:45:09.012"
"7","Bagaimana cara untuk mendaftar beasiswa Adaro ?","2024-05-27 16:45:14.850"
"8","Bagaimana cara mendaftar beasiwa Djarum Plus?","2024-05-27 16:45:23.387"
"9","Dimana saya bisa menemukan Kemahasiswaan PENS ? ","2024-05-27 16:45:31.318"
"10","PENS berlokasi dimana?","2024-05-27 16:45:41.168"
"11","Apa Persyaratan pendaftaran beasiswa Djarum beasiswaplus","2024-05-27 16:45:47.018"
"13","Bagaimana Alur pendaftaran Djarum Beasiswa Plus","2024-05-27 16:51:50.367"
"14","Kapan Pendaftaran Beasiswa Djarum beasiswa Plus dibuka?","2024-05-27 16:53:15.849"
"15","Kegiatan penalaran apa saja yang ada di PENS?","2024-05-27 16:53:21.619"
"16","Kegiatan UKM apa saja yang ada di PENS?","2024-05-27 16:53:28.496"
"17","Organisasi Mahasiswa apa saja yang ada di PENS?","2024-05-27 16:53:33.155"
"18","Apa saja kemahasiswaan PENS di bidang Kesejahteraan ?","2024-05-27 16:53:37.829"
"19","apa itu beasiswa","2024-05-27 16:53:59.492"
"20","apa itu Politeknik Elektronika Negeri Surabaya?","2024-05-27 16:54:04.330"
"21","Apa itu Himpunan Mahasiswa ?","2024-05-27 16:54:08.570"
"22","Apa itu KMIPN?","2024-05-27 16:54:12.433"
"23","Apa itu Gemastik?","2024-05-27 16:54:15.917"
"24","Apa itu PMW?","2024-05-27 16:54:19.365"
"25","Apa itu PWMV ?","2024-05-27 16:54:23.039"
"26","Kapan KMIPN dilaksanakan?","2024-05-27 16:54:29.353"
"27","Kapan Periode Gemastik dilaksanakan?","2024-05-27 16:55:05.081"
"28","Kapan Periode PMW dilakukan?","2024-05-27 16:55:12.807"
"30","Kapan Pendaftaran PMW?","2024-05-27 16:57:29.589"
"31","Apa saja Perlombaan yang diadakan tahun ini?","2024-05-27 16:57:35.486"
"32","Apa itu Kampus Merdeka?","2024-05-27 16:57:41.784"
"33","Apa saja program Kampus Merdeka?","2024-05-27 16:57:48.213"
"34","Apa yang dimaksud dengan Badan Eksekutif Mahasiswa (BEM) di PENS?","2024-05-27 16:57:52.009"
"35","Apa itu PKM?","2024-05-27 16:57:57.165"
"36","Apa saja jenis PKM ?","2024-05-27 16:58:00.837"
"37","Bagaimana cara mendaftar PENS?","2024-05-27 16:58:04.152"
"38","Terdapat Jurusan apa saja di PENS?","2024-05-27 16:58:07.977"
"39","Bagaimana cara pendaftaran untuk Kompetisi Mahasiswa Informatika Politeknik Nasional (KMIPN)?","2024-05-27 16:58:11.269"
"40","Apa yang dimaksud dengan PORSENI di PENS?","2024-05-27 16:58:15.774"
"41","Cara melihat jadwal Kuliah Secara Online di PENS?","2024-05-27 16:58:21.321"
"42","Apa itu PENS?","2024-05-27 16:58:25.508"
"43","Sejarah PENS?","2024-05-27 16:58:29.690"
"44","Fasilitas PENS?","2024-05-27 16:58:34.744"
"46","Himpunan yang ada di PENS?","2024-05-27 16:59:47.229"
"47","Komunitas yang ada di PENS?","2024-05-27 16:59:59.113"
"48","Prestasi PENS di bidang robotika?","2024-05-27 17:00:03.586"
"49","Bagaimana Kegiatan Belajar di PENS?","2024-05-27 17:00:08.152"
"51","Kapan Periode Gemastik dilaksanakan?","2024-06-11 20:04:34.152"
"id","checksum","finished_at","migration_name","logs","rolled_back_at","started_at","applied_steps_count"
"6db71ff1-5449-4466-9625-e4908b541da2","c777551c13154b5267fc603c198f10690c3ab2bbba92ab321676daea34cc9924","2024-05-27 09:26:13.301","20240517185011_uuid",NULL,NULL,"2024-05-27 09:26:12.638","1"
"71e86f9e-d219-4cad-bc5e-ef62372728ea","95ce56c2765106e23c192dd863ddec8dfcb7ebdd88514769fe0d7cea077e38f0","2024-05-27 09:26:12.538","20240517151112_",NULL,NULL,"2024-05-27 09:26:10.825","1"
"c513269f-820e-4669-995f-51b8a3b65fc2","2279a1f31f9d7a86da0d29a04e90dbc8ebf09b964a3e17c8141cffffbc36462a","2024-05-27 09:26:10.811","20240517150828_",NULL,NULL,"2024-05-27 09:26:10.718","1"
"c72bb8ad-9743-4a3d-9aed-4a823200b9a0","8d6f1a96e721be6d68cea5024de447f15e771b3b3431dabbeb43436fd25ed2ac","2024-05-27 09:26:10.705","20240516141144_",NULL,NULL,"2024-05-27 09:26:10.004","1"
"f405431c-abb9-4109-a8af-971f4374afb6","e9bb57d298eb731e62eb588d10490ffef68c44364cca6dedbc1be59eb2116abf","2024-05-27 09:26:15.422","20240517185513_",NULL,NULL,"2024-05-27 09:26:13.326","1"
"fc3db524-da15-4f78-a544-170941f67201","6f8dd9c4d9900e5da93b7fa52b91241197562b65b8a4eb1d0d878b58e4fb9e6c","2024-05-27 09:26:12.626","20240517184709_",NULL,NULL,"2024-05-27 09:26:12.550","1"
